,comment
1485,"Simplesmente é o melhor , desempenho durabilidade da bateria."
1486,Excelente compra. Gostei muito.
1487,Era presente. Meu filho gostou muito.
1488,O melhor aparelho na minha opinião. Terceiro xiaomi que compro e não troco por nenhum outro.
1489,"Ótimo,muito bom mesmo. Excelente aparelho smartphone."
1490,"Produto de boa qualidade, gostei muito."
1491,Gostei demais excelente produto.
1492,Telefone muito bom. Atendeu o que eu esperava. A câmera é divina.
1493,Original 100% aparelho muito bom.
1494,"Excelente custo benefício, roda muito bem e a bateria é durável. Um celular muito próximo dos top, pra quem precisa de uma câmera boa (cheia de opções), sem ser a melhor do mundo (que joga o preço lá em cima)."
1495,Celular top! superou as espectativas!.
1496,"Produto de altíssima qualidade, um dos melhores smartphone da categoria. Excelente em tudo, processador, câmeras, memória, designe, etc. Pouco tempo para dizer sobre durabilidade, mas recomendo com certeza já."
1497,"Muito bom gostei muito, ótima qualidade."
1498,"Smartphone excelente, fiquei impressionado com a potência e qualidade de imagem som e desempenho do aparelho realmente me surpreendeu."
1499,Perfeito. Superou as expectativas super recomendo notar mil!!.
1500,"Maravilhoso, boa memória, não trava, fotos com muita qualidade."
1501,Até o presente momento está atendendo as espequitativas.
1502,Ótimo. Recomendo. Muito bommm. É o melhor celular.
1503,"Celular fantástico, sem dúvidas o melhor que já usei."
1504,Nossa top o celular amei. Como esperava. Qualidade excelente. Obrigado.
1505,"Excelente, simplesmente ótimo. Não trava, rápido, muito espaço."
1506,"Muito bom, gostei muito, supriu todas as nessesidades."
1507,"É um excelente produto, potente de grande qualidade."
1508,"Celular muito bom, camera de alta definição."
1509,"Até o momento está satisfatório, parece ser um ótimo produto."
1510,Éum produto de muito boa qualidadere comendo a todos !!.
1511,"Muito bom o produto, celular muito rápido e nao esquenta, recomendo."
1512,"O celular é maravilhoso! super indico. Rápido, memória excelente. Atendeu todas as minhas necessidades. Muito bom!."
1513,Top esse celular pode comprar não irá se arrepender.
1514,"Excelente produto, melhor celular custo benefício da atualidade! único ponto é o carregador pelo fato de ele vir com plugin para dois pinos de tomadas não convencionais!."
1515,Muito bom! não perde nada para outras marcas! top.
1516,"Ótimo produto, superou todas as expectativas!!!!."
1517,Top recomendo celular bom demais.
1518,"Ótimo produto, recomendo a todos."
1519,"Muito bom, só estou com medo da tela fantasma que aparece rapidamente depois que eu fecho o jogo ""free fire"" confesso que está incomodando, começou a 20 dias mais ou mesmo."
1520,Muito bom estou gostando muito processador muito rápido recomendo em 2022.
1521,"Ótimo celular, cumpre com o prometido."
1522,Ótimo produto boa qualidade e ótimo acabamento e exlente câmera e muita velocidade.
1523,Um ótimo celular. O melhor custo benefício no momento.
1524,"O celular é bom, tinha um a70 samsung, mudam algumas coisas em termos de menu, mas nada que atrapalhe. Comprei o de 256gb com 8gb de memoria. A autonomia da bateria é boa, processamento rápido, acho que não uso nem metade do que ele oferece em processamento. Desvantagens: aparelho grosso e pesado, estilo tijolão. Fotos granulam muito, a câmera dos samsung intermediários é bem melhor."
1525,"Incrível, ótimo aparelho. Adorei."
1526,Ótimo aparelho!! não tenho nada a reclamar ! super indico.
1527,O cerula e maravilhoso amei recomendo.
1528,Top demais ! tô muito satisfeito.
1529,"Excelente!!! ótimo custo benefício, recomendo!."
1530,"Muito bom, o celular é top, super rápido e com bom espaço para armazenamento. Possui boas câmeras e a bateria é muito boa também. O carregador carrega super rápido, recomendo."
1531,"Muito bom excelente,gostei muito."
1532,"Muito bom, gostei muito, recomendo."
1533,"Ótimo smartphone, super rápido, bateria com ótima duração e um desempenho maravilhoso! valeu de mais o custo benefício."
1534,Excelente aparelho. É a primeira vez que utilizo a linha xiaomi e me surpreendeu.
1535,O celular foi dado de presenre. Meu filho ficou satisfeito.
1536,Muito bom o produto gostei muito.
1537,"Gostei do produto, atendendo as expectativas."
1538,"Rapaz. Top, excelente celular!!!."
1539,"Configuração top, aparelho bonito."
1540,Produto veio de acordo com o especificado. Excelente. Recomendo a todos do ml.
1541,Ótimo custo benefício esse celular.
1542,Celular veio ótimo. Só a película veio com um buraco. Terei que trocar.
1543,"Bom produto, cumpre as expectativas."
1544,"Gostei muito, dentro das minhas expectativas."
1545,"Muito bom, atendeu as expectativas."
1546,Excelente produto. Estou adorando até o momento!!!.
1547,Top top top muito top esse celular.
1548,Muito lindo. Era o que eu esperava.
1549,Produto muito lindo é um mostro esse smartphone top demais.
1550,Ótimo produto. Está superando as expectativas.
1551,"Produto muito bom, custo benefício ótimo,!."
1552,"Excelente! funciona muito bem, câmera muito boa e bem resistente."
1553,"Muito bom mesmo perfeito, realmente muito veloz, fácil de usar."
1554,"Ótimo desempenho, rápido, perfeito."
1555,Ótimo celular superou as minhas espectativas.
1556,"Ele é simplesmente maravilhoso , amei tudo nele."
1557,Excelente! lindo designer e bateria de longa duração. Tudo que eu queria.
1558,"Excelente produto, primeira experiência com o aparelho, muito bom!."
1559,Celular poco x3 muito bom top de linha recomendo valeu.
1560,"Produto de excelente qualidade , superou minhas expectativas !."
1561,Fantástico!!! superou minhas expectativas!!!!.
1562,Top. Top. Toooop cumpre a proposta.
1563,"Muito bom aparelho, muito rápido e bonito."
1564,"Muito bom, produto lindo agora vamos testar pra ver a funcionabilidade."
1565,Já tinha o redmi note 7 e agora peguei o 10 estou com ele a algumas horas e até agora nada a reclamar.
1566,"É um bom celular, até agora não tive nenhum problema com ele."
1567,"Ótimo aparelho, sem comentários."
1568,"Muito bom, responde as expectativas!!!."
1569,Ótimo produto recomendo a todos do mercado livre.
1570,Ótimo perfeito e do jeito que imaginei.
1571,Produto de ótima qualidade. ??.
1572,"Muito bom, produto d qualidade,adorei."
1573,Produto veio diferente. Golpe!. Comprei um xiaomi rednote 10. E veio um realmi c11. Na nota fiscal consta que é um xiaomi. Mercado livre não me ajudou na devolução pois comprei de presente e passou os 7 dias.
1574,"Primeiras horas de uso, mas já posso dizer que é um celular muito bom para o preço que é cobrado. Venho de um htc one m8(estava batido. Travando um pouquinho, meio lento,apesar do hardware ser muito bom,bateria já tinha ido). O redmi note 8t é muito rápido. Câmeras muito boas. Bateria, estou usando o pré carregado da fábrica(55%) há umas 5horas e ainda tem 15%. Não sou heavy user. Uso básico de aplicativos online. Não uso para jogos. A única questão que estranho é que os apps ficam todos nas telas. Ou seja, não posso ""esconder"" os menos usados numa tela de apps, como tinha meu htc e outras marcas. Ou ainda não descobri isso na miui 10. Tela muito grande e muito boa. Não vejo vantajem pagar quase 4x mais por uma tela e um celular top de marcas mais ""renomadas"" por uma tela um pouco mais sofisticada. Para o meu uso, está excelente. Quem está pensando em comprar um celular com ótimo custo x benefício, pode ir tranquilo. Não irá se arrepender. Claro que tenho poucas horas de uso,mas a primeira impressão é muito boa. Daqui em diante, xiaomi forever!!!!!!."
1575,"O aparelho é bonito comprei o note 8t, sim ele esquenta como qualquer outro celular, descarrega como qualquer outro tb, jogando clash royale a bateria vai pro saco sim e o calor dele é razoavelmente alto jogando e carregando, se jogar e carregar vc vai ver o q falo, esse lance de bateria durar o dia todo é cáô, sei q cada um usa de um jeito, porém observe q dei 5 estrelas pro aparelho dentro do orçamento q tinha e ele totalmente fora de contexto nesse valor entenda como dolar alto, navegar na internet tenho achado baixa a velocidade no meu moto g7 eu chega a 70 megas de dow pela claro aqui no rj porém ainda faltam alguns testes, saindo dê um moto g7 play pensei q fosse sofre mais no sistema dele, em resumo? pense q se vc arrasta para cima na motorola aparecem todos os app, coreto? no redmi ficam na tela principal pre-ordenado por categoria dentro de uma pasta, foi o exemplo mais simples q pensei, qualquer gorila maluco consegui assimilar isso, n entendo como alguém diz ser algo revolucionário e tals, tem uma interface e outras coisinha aqui e ali porém nada q assuste qualquer pessoa, aquece ele fica lento e estranho, talvez seja o cartão lento de memoria q coloquei no aparelho me lembrei agora kkkkk mais enfim n vejo contras no aparelho q me fizessem n querer o aparelho apenas problemas recorrentes de celulares intermediarios, lembrei algo quem joga com o celular de lado e tem mão grande pode acidentalmente bloquear o audio q sai do aparelho fora isso acho de boas o aparelho."
1576,"Sobre o aparelho não tem o que reclamar top porém não acha pra comprar nem capa nem pelicula , poderia ter vindo pelo menos com um fone né kkkkk fora isso too."
1577,"Celular excelente, ótimo custo benefício, não trava, ótimas fotos, internet carrega super rápido,achei só um pouco pesado, mas já acostumei. Pena que devido ao dólar produtos eletrônicos estejam tão caros, mesmo assim, valeu a pena."
1578,"Produto original veio correto o modelo redmi note 8t do jeito q esperava, fiquei super contente com o celular, amei."
1579,"Celular top, ótima aquisição, a ótima configuração, e o conjunto de câmeras é muito boa."
1580,"O produto é bom apesar que não veio a cor escolhida, azul estelar e sim preto."
1581,Excelente! porém triste pelo carregador tem que comprar o adaptador para colocar para carregar.
1582,"Produto conforme anunciado, bonito, câmeras excelente, atualizado, bastante capacidade, lacrado e atendendo as expectativas."
1583,"Produto muito bom, achei caro pelo produto em si, que não é tão diferente do modelo anteriir, porém com o dólar nas alturas está explicado."
1584,"Excelente aparelho. Ótima câmera, bom espaço interno, boa memória ram e a possibilidade de expansão é um ponto positivo."
1585,"Excelente celular. Fácil de configurar, qualidade impressionante, excelente custo benefício, design muito bonito e veio com a a capinha protetora (boa). Enfim, antes de comprar pesquise bastante, aprenda sobre o aparelho e faça uma compra consciente do que está comprando. Estou muito satisfeita com o aparelho. É um baita celular. Recomendo."
1586,Vai fazer 1 mês quase que estou com meu redmi note 8t e ele é simplesmente incrível! tem que fazer uns ajustes nas configurações pra bateria durar o dia todo. Mas de resto é sensacional!.
1587,"Bom demais como esperado da xiaomi. Estou usando a 3 meses e estou satisfeito. Camera otima, bateria boa, sistema parrudo aguenta rodas todos os apps tranquilo."
1588,"Ótimo produto, veio tudo certinho, sem imprevistos. Ainda veio um fone de brinde já que não acompanha o aparelho."
1589,"Para que necessito, em meu trabalho e lazer, corresponde perfeitamente, vale o quanto paguei, o custo beneficio corresponde."
1590,Cumpre o que promete. Não promete ser top e nem básico. Produto muito bom! celular mediano com bom desempenho para jogos e para fotos.
1591,Ate o momento o celular ta tudo bem! o celular tem um ótimo desempenho.
1592,"O aparelho é excelente. Bateria dura mais de um dia, as fotos saem maravilhosamente lindas e nítidas. Eu estava na dúvida entre o 8t e o a3, mas confesso que não me arrependo em nada de ter escolhido o mi8 t."
1593,"Smartphone sensacional, com um ótimo custo benefício, sem dúvida o melhor q já tive, e provavelmente continuarei com a xiaomi em um futuro modelo."
1594,"Até agora, com um mês de uso, tudo perfeito, tem tecnologia que ainda não explorei no celular, porem todos os dias descubro uma nova. Perfeito pra meu uso. Pelo custo beneficio, o aparelho é excelente. Nota 10."
1595,Meu sobrinho amou!!! está muito feliz com produto. Superou as expectativas em relação ao aparelho que ele já teve.
1596,"Até o momento muito satisfeito com o note 8t, já sou usuário de xiaomi a mais tempo e não tenho nada a reclamar, muito superior a outras marcas em relação ao custo benefício."
1597,Excelente aparelho. Ao contrário que alguns comentam o auto falante e muito bom e a tela por não ser amoled ainda e maravilhosa.
1598,"Primeiro xiaomi q comprei, fiquei surpreso com o aparelho, muito top. Bateria dura muito, tela gigante, aprendendo a mexer em todas as funções , rn8t. Recomendo."
1599,Tenho pouco p dizer pós estou usando a uma semana mas eu gostei até o momento tudo certo.
1600,"Produto muito bom, cor muito bonita, recomendo."
1601,Ótimo custo beneficio! recomendo.
1602,Conforme divulgado. Parabéns. Obrigado.
1603,"Um bom telefone intermediário, acho que vale o preço. Não uso para jogos mas assisto séries e filmes com ele sem drenar a bateria rápido. Achei a câmera de boa qualidade para um celular intermediário. O celular vem com vários aplicativos que não achei de grande utilidade mas que não causam problemas também. Nunca tinha utilizado telefones da xiaomi, achei o interface bem intuitivo e alguns dos comandos mais específicos (como janelas flutuantes) têm tutorial explicando como utiliza-los no próprio sistema. O aparelho em si é mais pesado que esperava e escapa da mão com certa facilidade. Não recomendo usar na rua sem capa anti-impacto ou de forma que possa cair no seu rosto enquanto utiliza."
1604,Muito bom qualidade especial um dos melhores.
1605,Bom porém sem nota fiscal? preciso da mesma e não consigo encontrar.
1606,Produto bom atende minhas necessidades.
1607,"Excelente produto, recomendo a todos."
1608,"Muito bom, produto de primeira, antes tinha um iphone xr, esse celular é melhor, e pela metade do valor."
1609,"Perfeito, original, lindo!. Apaixonada ?? melhor celular que já tive."
1610,"Esse modelo 8t vem melhor que o 8, e funciona em todas as redes tranquilamente."
1611,Recomendo sem medo a xiaomi!! vale muito apena.
1612,"Um aparelho muito bom ,no meu ponto de vista mais na evolução moderna."
1613,"O celular trava muito, o teclado some as vezes, a xiaomi não está fabricando produtos com qualidade mais, tinha comprado o note 9 e veio pior."
1614,Otimo aparelho. Atende as especificações exigidas.
1615,"Ótimo aparelho, contente com o produto."
1616,"Produto muito bom de qualidade excelente, amei."
1617,Produro original lacrado recomendo.
1618,"É bom mas a câmera não é o forte. Bluetooth dá umas falhadas e não detecta a miband, vai entender."
1619,Ótimo produto recomendo ao ml.
1620,Produto excelente! recomendo!!.
1621,"Muito satisfeito, produto de qualidade recomendo, muito bommmm."
1622,Celular redmi note 8t lindo espetacular.
1623,Ótimo muito muito bom eu recomendo.
1624,"Muito bom, o melhor da categoria, câmera com alta revolução."
1625,"Aparelho top, bom custo benefício!. Super recomendo."
1626,Me surpreendi. Celular exelente ótima. Ótimo acabamentos muito bonito e ágil.
1627,Produto excelente - não fez tanta diferença não ser global.
1628,Maravilhoso. Câmera top bateria dura bastante e carrega super rápido.
1629,"Ao que parece até o momento, o produto está satisfatório."
1630,"Celular muito bom, a unica coisa que esta deixando a desejar e a bateria, mas devido ao sistema esta drenando muito, nao esta durando 12 hrs. Espero que a proxima atualização melhore, fora isso o celular e muito bom."
1631,"O aparelho é muito bom, não recomendo atualmente pois já tem um mais novo o redmi note 9 e vai receber atualização por mais tempo."
1632,Produto muito bom eu recomendo.
1633,Aparelho muito bom! excelente!.
1634,"Excelente,compraria de novo sem dúvida."
1635,Muito bom. Não tenho do que reclamar.
1636,"O celular é simplesmente maravilhoso. Comprei a pouco tempo, mas já não sem viver sem ele, rápido, bonito e prático. As câmeras parecem de câmera profissional, principalmente quando baixa a gcam. A bateria dura 24hs se usar muito, e se usar pouco dura até 48hs. Ele é muito bom. Não trava e olhe que já baixei vários apps."
1637,"Muito bom, ótimo custo x beneficio."
1638,Celular muito bom. Ótimo custo benefício.
1639,"Muito bom, excelente qualidade, gostei muito!."
1640,"Ótimo produto, recomendo. Vendendo de excelente qualidade."
1641,Incrível muito rápido e super bonito.
1642,Muito bom amei. ? recomendo a todas pessoas.
1643,"Muito bom gostei muito, recomendo."
1644,Muito bom.
1645,"O aparelho é ótimo, tem algumas coisas que me incomoda, porém isso eu aprendpo a contornar com o tempo quando aprender a usar o aparelho completamente. Além de nçao travar, ter uma tela linda e de alta qualidade e a camera tambpem é ótima."
1646,"Amei. Exatamente do jeito que foi descrito. Otima durabilidade a bateria, consigo guardar n arquivos , qualidade equivale a de um apple por um preço mais acessível."
1647,"Xiaomi é top demais, segundo que eu compro, e não tenho nada a reclamar!."
1648,"Estou amando! e muito bonito, rápido ao toque e as câmeras são sensacionais! super recomendo."
1649,"Muito bom, atende todas as minhas espectativas."
1650,Ótimo atendeu todas minhas expectativas.
1651,Apesar de ainda não dominar estou gostando muito ótimo produto.
1652,Muito bom gostei muito e top esse celular.
1653,"Muito bom, compensa melhor que o g8 e o a30 s."
1654,"Excelente produto. Cor azul, o carregamento é super rápido, excelentes cameras e recursos."
1655,Excelente aparelho! carregamento extremamente rápido.
1656,"A provado gostei muito um excelente celular, as fotos muito boa."
1657,"Ótimo, veio tudo certinho aprovado amei."
1658,"O melhor custo benefício. Bonito, fácil de usar. Superou minhas expectativas."
1659,Muito bom excelente custo beneficio.
1660,"Gostei do celular, rápido, prático, melhor do que o esperado."
1661,"Produto d ótima qualidade, celular top recomendo."
1662,"Ótimo, excelente celular, recomendo muito!."
1663,"Muito bom, rápido e eficiente, bonito ,original sem qualquer dúvida."
1664,Excelente produto estou muito satisfeito.
1665,Ótimo custo x beneficio. Recomendo.
1666,"Excelente, gostei o celular. Smartphone bonito e dentro da minha expectativa. Muito bom."
1667,Ótimo porém veio sem fone de ouvido. Câmeras perfeitamente lindas.
1668,Melhor custo benefício sem duvidas!!!.
1669,Excelente muito bom eu recomendo.
1670,Adorei. Estou muito satisfeita.
1671,Bom custo benefício. Recomendo.
1672,Ótimo celular. Tem um ótimo custo benefício. Uma ótima qualidade as câmeras.
1673,"Muito bom, ótimo acústico benefício, câmera espetacular!!."
1674,Aparelho ótimo! fácil manuseio. Responde rápido aos comandos. Super indico.
1675,Muito bom. Recomendo. .
1676,"Muito bom. Rápido, prático e inteligente."
1677,Topppp muito bom aparelho. Lindo rápido não trava sensasional.
1678,"Até agora está ótimo! menos de um mês, mas já pude conhecer de perto a potência desta máquina! câmera excelente (principalmente com gcam)."
1679,"Muito bom produto, atendeu minha expectativa."
1680,"Mais bonito ainda pessoalmente. Câmeras maravilhosas, super fininho."
1681,"Maravilhoso, não me arrependo."
1682,"Fantástico, sempre comprei celulares top, para o meu perfil de uso não deixou nada a desejar."
1683,O produto é bom mas dá uns tilti de vez em quando travou a tela e tive que pesquisar no you tube kkk mas de resto tudo perfeito.
1684,Muito bom mesmo do jeito que esperava.
1685,"Ótimo aparelho, qualidade de ponta e bom custo benefício."
1686,"Melhor smartphone pela faixa de preço, câmeras muito boas ótimo desempenho!."
1687,Top de mais que câmera absurda!!!.
1688,Ótimo telefone com ótimo custo benefício.
1689,"Estou estreando ainda, mas de começo achei muito eficiente, aparelho muito bonito."
1690,"Muito bom , maravilhoso perfeito."
1691,To gostando muito.
1692,Excelente smartphone. Simplesmente maravilhoso.
1693,Ótimo produto recomendo muito não deixaria de comprar novamente.
1694,Ótimo smartphone recomendo 100%.
1695,"Celular muito bom!!! além de bonito. A melhor parte é que você pode configurar quase tudo nele, a miuai é um sistema muito legal e prático! amei a compra."
1696,"Ótimo celular, câmera maravilhoso. Não trava. Rodas jogos super tranquilamente."
1697,Ótima durabilidade da bateria e rápido carregamento.
1698,"Excelente custo benefício , recomendo."
1699,Muito bom recomendo aparelho atingiu minhas expectativas.
1700,"Produto muito bonito, processamento rápido e câmera excelente""."
1701,O celular e top maravilhoso o melhor que eu já tive.
1702,Excelente custo e benefício. Produto que supera a de grandes marcas nacionais e se valores superiores.
1703,"Celular muito bom, super rápido e não trava."
1704,Ótimo custo benefício. Super recomendo.
1705,Top so a caixa veio suja. Mais o produto está em bom estado.
1706,"Ótimo celular, designer excelente, superou todas minhas expectativa. ??????."
1707,Só esqueceram a cor que eu pedi!.
1708,Atendeu minhas expectativas. Só achei um pouco pesado.
1709,"Original, lacrado. Produto muito bom."
1710,Sem palavras. Melhor smartphone que já tive.
1711,"Produto bom, cumpre o prometido."
1712,Otimo celular camera excelente.
1713,Muito bom rápido bonito e barato.
1714,Desempenho excelente com imagens magnificas. Recomendo pelo custo beneficio.
1715,"Ótimo produto, estou muito satisfeita , vale a pena."
1716,Ótimo td direitinho perfeito celular excelente podem comprar sem medo.
1717,"Excelente, recommends, estou muito satisfeita."
1718,Bom minto bom bbbbbbbbbbbbbbbbbb.
1719,Celular top equipamento foguete.
1720,Melhor custo benefício que tem.
1721,Mano o bagulho é muito louco muito bom valeu a pena.
1722,Eu comprei o note 8t e mandaram o note 8.
1723,Muito bom e rápido não trava.
1724,"Excelente smartphone, surpreende pelos recursos e funcionalidades."
1725,"Excelente produto recomendo a comprar, mas fora do mercado livre porque o ele não respeita o cliente."
1726,Celular é top. Vale a pena! comprar!.
1727,"Otimo produto celular top de linha,superou minhas expectativas."
1728,Produto muito bom. Recomendo.
1729,Gostei. Muito bom! excelente desempenho.
1730,100% o melhor e com preço muito bom.
1731,"Ótimo aparelho, xiaomi não decepciona!!."
1732,"O produto superou minhas expectativas, vale a pena conferir e comprar."
1733,"Produto de qualidade, muito bom. Indico, top."
1734,"Maravilhoso, superou minhas expectativas."
1735,"Bom, câmera boa, só não gostei do volume."
1736,Ótimo celular. Atende as expectativas. Gostei muito.
1737,"Ótimo smartphone, atendeu minhas expectativas."
1738,Produto original lindão em condições perfeitas.
1739,Muito bom o aparelho cumpre o que promete. Mas ainda prefiro o sanssung.
1740,"Estou testando, parece ser muito bom, testar um pouco mais."
1741,"Um celular ótimo, muito bonito e esta superando minhas expectativas. Câmeras top e vale cada centavos."
1742,Muito bom mas ainda esta em fase de teste acredito fiz uma otima compra.
1743,"Muito bom, bonito e super rápido."
1744,"Excelente, não trava, otimo acabamento, camera excelente um excelente custo beneficio,."
1745,"É um dispositivo muito bom pelo preço, muito rápido, carregamento rápido e bateria duradoura. Porém, a tela, por ser de uma linha que passa por menos controle de qualidade, pode apresentar problemas de uniformidade no brilho e na cor dependendo do nível de brilho da tela. Na maior parte do dia é imperceptível, mas é algo que pode pesar um pouco na hora da compra. Porém, não há nenhum dispositivo tão bom quanto esse nessa faixa de preço. Estou satisfeito :)."
1746,"Produto de ótima qualidade, após um mês de uso posso informar que cumpre tudo que promete. Um celular rápido, fotos em ótimas qualidades, o carregamento é super rápido (40 min ja esta 100%). Unica ressalva é que não existe entrada para fones de ouvido, todavia, isso é uma tendência nos celulares. Existem outras opções parecidas com o poco f3, todavia o desing dele achei mais elegante."
1747,"Atende o que se propõe. Eu sempre tive aparelhos da linha galaxy e estou achando meio difícil o manuseio, em relação aos aparelhos galaxy. Não acho tão intuitivo. Mas, o aparelho é muito bom! eu que tenho que ficar mais espertinha para lidar com novas tecnologias."
1748,"Produto de excelente qualidade, fiquei surpreso de como suportou um jogo de 2,5 gb e rodou liso no ultra, a melhor celular que a xaiomi fez, em minha opinião, mais recomendo pegarem o de 256 gb, pois o celular tem cara que vai durar muito tempo."
1749,"Melhor aquisição que eu fiz, uma pena eu não ter comprado o de 8gb/256, porém vão sem medo, galera! realmente é espetacular!."
1750,Esse celular é muito bom! estou muito feliz com o produto.
1751,Ótimo celular processador rápido bom pra jogos etc.
1752,"Celular maravilhoso, sai do iphone para xiaomi e não me arrependo. Câmera excelente, celular muito rápido e funcional. Comprem sem medo."
1753,"Melhor custo benefício pelo preço, pague pouco, leve um monstro."
1754,Surpreendente simples assim.
1755,"Ótimo telefone não trava nada gostei muito única coisa que não gostei, única coisa que não gostei foi só dá entrada de fone de ouvido que não tem mesmo assim ótimo telefone recomendo!!!!."
1756,"Excelente. Ótimo celular, a câmera nem se fala. Processador acima da média, ótimo para jogos, aplicativos mais pesados, não deixa na mão. Bateria dura fácil dois dias e o carregamento completo se dá em menos de 30 minutos. Recomendo."
1757,Saindo de uma carroça (moto g7) p/ uma ferrari (poco f3). Celular top em todas as categorias. Recomendo!.
1758,Ótimo smartphone. Pena q ainda tem o bug do sensor de aproximação.
1759,"Top. Muito bom aparelho, cumpre oq promete. Recomendo!."
1760,"Aparelho muito top, desempenho extraordinário."
1761,"Produto de ótima qualidade e acabamento, processador potente, porém o preço é bem salgado."
1762,"Produto incrível. Estou muito satisfeito com o que o aparelho oferece. Atende todas as minhas necessidades. Recomendo. Mas se tiverem como gastar mais, sugiro o de 256gb."
1763,O produto é top demais. Só quem tem sabe o quanto ele surpreendeu as expectativas. Recomendo com os olho fechado.
1764,"Superou mimhas espectativas, celular robusto, bonito e excelente funcionalidade."
1765,"Celular é bom, porém. O sensor dele para ligações e áudios é péssimo, quando encosta na orelha ainda fica ascendendo e entrando em outros apps."
1766,"Excelente custo benefício, melhor xiaomi."
1767,Um celular muito bom com processador incrivel.
1768,"Celular sensacional, recomendo pra todo mundo que quer um celular ótimo, sem investir um rim."
1769,O produto é sensacional! modelo top de linha com preço de intermediário!.
1770,"Faz apenas 2 meses que comprei e meu celular está péssimo, ele trava e fica piscando a tela. E ninguém me dá suporte. Super arrependida, e o duro que não é barato."
1771,"Produto péssimo logo quando comprei senti diferença na cor da tela, aí passou um tempo a tela queimou, mandei trocar a tela e depois de um mês o celular queimou a placa mae. Como todos os aparelhos poco m3 que estão vindo com defeito de fabricação. Por tanto fiquei no prejuízo, achei que ficaria com o produto por muitos anos, sou muito cuidadoso com os meus celulares e tanto que esse aparelho até hj não tem nenhum arranhão. Não fiquei satisfeita."
1772,"O aparelho é bom. Porém cheio de defeitos a xiaomi vacilou demais, ele desligou do nada e so voltou depois de 2 semanas com o sinal de operadora e wifi horrível. Se não quiser ter dor de cabeça não comprem esse aparelho existem melhores nessa faixa."
1773,"Paguei 1,175,00 para ir pro lixo. Nesse celular. Era pra ser nenhuma estrela. Mais não da. Celular apagou depois da atualização. Pior celular. Não comprem. Se não vão joga seu dinheiro no lixo igual eu fiz."
1774,O produto no qual eu comprei a pouco tempo não liga mais. Acho que queimou. Quero saber de vocês como vai ficar minha situação?.
1775,"Excelente custo benefício. Não utilizo pra jogar, apenas coisas de trabalho, app de banco, navegador e troca de mensagens. Está me atendendo muito bem. Excelente aparelho."
1776,"O celular é bom, tem um processador legal, memória legal, tudo condizente com a faixa de preço que ele se encontra. Justifico minha 1 estrela pelo problema recorrente do modelo poco m3, que desliga sozinho e não liga mais. Alguns relatos que encontrei na internet mostram que ele não volta mais, outros que voltam depois de muito tempo. O meu voltou após um dia sem apresentar sinal de vida. É um celular bom, mas com esse problema não dá."
1777,"Comprei o poco m3 sem saber dos problemas que o modelo tem apresentado. O lote que me foi enviado é de junho 2021 com rom global e até agora não tive nenhum problema. Ele veio com a miui 12. 0. 9, fiquei com muito medo de atualizar e o aparelho morrer. Segui alguns tutoriais no yt e consegui atualizar para a miui 12. 0. 10 e correu tudo bem. Essa semana atualizei para 12. 0. 11 e também está ok. No mais aparelho muito bom, me atende perfeitamente, bateria dura o dia todo com o bluetooth executando das 6h até as 20h30m e chego em casa com 30% de bateria."
1778,6 meses de uso e o aparelho está inutilizado. Aparelho com problemas crônicos. Não comprem!!!.
1779,"Cara. Gostei muito do celular, superou minhas expectativas. O leitor biométrico na lateral traz um certo conforto que eu não tinha no meu celular anterior."
1780,Se pudesse daria 0 estrela. Pq o aparelho parou de funcionar com 2 meses de uso.
1781,Ruim com 4 meses de uso não está funcionando.
1782,"Ótimo custo beneficio, ótimo desenpenho nas funções diárias, e ótima bateria, segura dois dias e meio tranquilo comigo."
1783,"Só faz 4meses que comprei, hoje deu defeito não recomendo."
1784,"Recomendo muitíssimo, produto incrível: ótimo custo benefício e agrada tanto usuários que usam para o dia a dia quanto os que querem um experiência voltada para os jogos, fora a qualidade impecável das câmeras tanto frontais quanto traseiras."
1785,"Ótimo aparelho, bateria ótima, sistema limpo e fluido, não trava, bonito, top e ótimo custo x benefício. Ponto fraco é falta do flash frontal, do resto ? só alegria."
1786,"Produto quebrou esta na garantia e eles não querem consertar, ficam mandando eu ir na assistência sendo que claramente no documento tem escrito que levar em outro lugar a garantia é cancelada automaticamente ou seja estão tirando corpo fora, não compre vão ter problemas loja totalmente despreparada."
1787,Produto até bom somente o wi-fi q e ruim não pega como deveria pega uns 7 metros longe do roteador já não funciona direito.
1788,Fiquei muito triste usei por 3 meses o aparelho travou e fui inícia e não ligou mais deveria ter garantia.
1789,"Esse produto deu problema com menos de um ano,levei pará o conserto não tem como consertar, problema no sistema todo."
1790,O produto desliga e nao liga mais nao sei oq fazer mais.
1791,O meu deu defeito com 8 meses e estou vendo como acionar a garantia.
1792,"Perfeito !!!estou adorando o telefone ,vem com capa e película e atende a todas as aspectativa."
1793,"Celular estava ótimo, aí do dia pra noite fui reiniciar e não liga mais! péssimo! com 5 meses de uso."
1794,Deu defeito com pouco tempo de uso.
1795,Produto com defeito. 2 meses de uso parou.
1796,Tudo perfeito?? estava entre um moto g10 e o poco m3 e com certeza o poco foi a melhor escolha.
1797,"Celular top, só é meio ruim de bateria, mas deve ser por causa do tamanho da tela, tô muito satisfeito."
1798,"Intermediario excelente! dei de presente para minha mãe, e atendeu todas as necessidades, poco x3 é superior."
